frequency,noun1,noun2
139,kitchen,cabinet
139,disease,progression
139,vegetable,stock
139,ski,school
139,business,travel
139,expert,witnesses
139,state,regulations
139,union,membership
139,plastic,chairs
139,office,chair
139,chief,executive
139,reading,public
139,baseball,diamond
139,oil,demand
139,dollar,signs
139,rock,walls
139,sex,roles
139,stone,fireplace
139,game,shows
139,fishing,rights
139,studio,album
139,attention,spans
139,speech,therapy
139,base,line
138,film,career
138,client,base
138,art,dealers
138,university,presidents
138,campaign,committee
138,heart,trouble
138,advertising,campaigns
138,south,pole
138,hate,groups
138,birthday,celebration
138,government,interference
138,debt,ceiling
138,camping,gear
138,lemon,grass
138,software,giant
138,gun,lobby
138,health,disparities
138,music,teaching
138,methods,courses
138,security,advisor
138,crown,jewels
138,school,uniforms
138,ice,sheets
138,roller-coaster,ride
138,habitat,destruction
138,drug,development
138,safety,equipment
138,rule,book
138,table,top
138,helicopter,gunships
138,breathing,space
138,peak,season
138,polygraph,test
138,bar,exam
138,frequency,response
138,high-school,students
138,outcome,variable
138,eligibility,requirements
138,test,performance
138,signing,ceremony
138,bomb,shelter
138,migrant,labor
138,cherry,tree
138,wood,smoke
138,penalty,phase
138,guest,workers
138,leadership,qualities
138,pecan,pie
138,championship,teams
138,smoke,screen
138,capital,investments
138,million,dollars
138,marketing,firm
138,emission,standards
137,sitting,area
137,art,critics
137,election,victory
137,capital,expenditures
137,center,line
137,security,risk
137,college,costs
137,liver,damage
137,interview,questions
137,performance,goals
137,street,lamp
137,banking,business
137,position,paper
137,county,courthouse
137,university,community
137,care,legislation
137,supply,stores
137,draft,choices
137,peace,efforts
137,infield,single
137,government,efforts
137,letter,opener
137,family,relations
137,government,office
137,paper,money
137,computer,programming
137,temper,tantrums
137,policy,debates
137,asylum,seekers
137,plaintiffs,lawyers
137,rhythm,section
137,iron,fence
137,piano,teacher
137,savings,plans
137,mountain,air
137,software,applications
137,wage,labor
137,film,festivals
137,patrol,cars
137,time,difference
137,media,people
137,treatment,process
137,water,heaters
137,garment,industry
137,troop,withdrawal
137,phone,sex
137,fashion,editor
137,bronze,statue
137,love,stories
137,vegetable,mixture
137,hit,song
137,government,plan
137,newspaper,industry
136,cigarette,companies
136,fig,leaf
136,impeachment,process
136,government,employee
136,business,day
136,sports,history
136,rate,cut
136,border,states
136,store,windows
136,campaign,promises
136,health,condition
136,plastic,bottle
136,fashion,director
136,wine,glasses
136,fluid,dynamics
136,participant,observation
136,percent,range
136,group,sessions
136,state,record
136,grant,program
136,yellowfin,tuna
136,tomato,soup
136,government,help
136,resistance,movement
136,surface,waters
136,voting,bloc
136,programming,language
136,smear,campaign
136,story,collection
136,treatment,effects
136,book,review
136,gender,stereotypes
136,business,opportunity
136,record,holder
136,lemon,slices
136,data,bank
136,sexuality,education
136,community,structure
136,consumer,complaints
136,radio,signal
136,heroin,addicts
136,studio,executives
136,straw,hats
136,companion,animals
136,capital,improvements
136,skill,acquisition
136,scholarship,program
136,case,file
136,separation,anxiety
136,cash,payments
136,mail,fraud
136,heat,pump
136,brigadier,general
136,wire,whisk
136,chlorine,dioxide
136,time,points
136,car,market
136,disability,benefits
136,resource,allocation
136,childhood,programs
136,software,engineer
136,executive,pay
136,performance,expectations
136,entrance,fee
136,teacher,efficacy
136,growth,fund
136,treasure,chest
136,back,corner
135,violence,prevention
135,hall,closet
135,budget,constraints
135,fashion,magazine
135,mushroom,cloud
135,circuit,board
135,cooling,systems
135,class,structure
135,beating,heart
135,newspaper,stories
135,technology,industry
135,university,administrators
135,food,scraps
135,business,activities
135,interest,income
135,hunting,knife
135,care,units
135,panel,discussions
135,bombing,raids
135,housing,crisis
135,school,life
135,life,form
135,ways,people
135,drug,rehabilitation
135,graduate,assistant
135,industry,insiders
135,rogue,state
135,gram,fiber
135,pasta,sauce
135,assessment,practices
135,passenger,car
135,maternity,ward
135,winter,nights
135,committee,chairmen
135,laboratory,animals
135,summer,vacations
135,auto,mechanic
135,pop,stars
135,business,hours
135,highway,construction
135,garbage,dump
135,housing,boom
135,ticket,holders
135,cake,mix
135,tax,shelters
135,management,software
135,disease,resistance
135,memory,cards
135,management,problems
135,love,scenes
135,shooting,death
135,treasure,hunt
135,union,movement
135,hip,pocket
135,insurance,programs
134,business,success
134,child,sex
134,television,camera
134,household,goods
134,cost,cutting
134,flight,data
134,enforcement,agents
134,opening,act
134,paper,plate
134,coffee,mugs
134,news,broadcasts
134,water,line
134,knee,injuries
134,volleyball,team
134,product,placement
134,home,school
134,reporting,requirements
134,pitch,black
134,ceiling,fans
134,intelligence,analysts
134,store,window
134,retention,rates
134,hospital,administrators
134,bike,path
134,mortgage,company
134,rod,tip
134,master,teacher
134,book,form
134,art,collector
134,rocket,launchers
134,classroom,settings
134,sleeping,pill
134,gun,shows
134,index,fingers
134,tax,deductible
134,shot,glass
134,business,executive
134,run,average
134,immigration,issue
134,steering,column
134,family,groups
134,cash,reserves
134,home,court
134,side,air
134,highway,patrol
134,emissions,standards
134,company,policy
134,flu,shots
134,mountain,goats
134,election,campaigns
134,leather,pants
134,correlation,analysis
134,estrogen,levels
134,account,executive
134,marketing,plan
134,art,books
134,money,problems
134,traffic,controller
134,leather,jackets
134,freedom,fighter
134,dance,class
134,psychology,students
134,insect,repellent
134,construction,business
134,telephone,system
134,fire,engines
134,shooting,war
134,cab,drivers
134,desert,island
133,security,cooperation
133,population,densities
133,design,work
133,grandfather,clock
133,therapy,session
133,construction,companies
133,audience,member
133,farm,fields
133,city,police
133,back,rooms
133,assessment,techniques
133,health,research
133,rock,garden
133,repair,work
133,ballpoint,pen
133,community,level
133,activist,groups
133,tsp.,sugar
133,opening,weekend
133,support,payments
133,cigarette,tax
133,body,satisfaction
133,women,voters
133,investment,strategy
133,museum,director
133,efficiency,standards
133,privacy,issues
133,management,training
133,business,tax
133,recruiting,class
133,water,storage
133,search,results
133,coaching,career
133,organ,transplants
133,basement,apartment
133,nursery,rhyme
133,title,song
133,debt,reduction
133,cake,pans
133,people,skills
133,library,card
133,cell,division
133,river,valley
133,oil,exports
133,age,discrimination
133,insurance,agents
133,housing,authority
133,income,people
133,account,number
133,food,webs
133,security,problem
133,loaf,pan
133,prodigal,son
133,lime,zest
132,bankruptcy,filing
132,radio,interview
132,spending,programs
132,pizza,dough
132,community,garden
132,program,goals
132,tennis,star
132,air,bases
132,skating,rink
132,trade,deadline
132,fishing,rod
132,research,teams
132,monitoring,program
132,processing,plants
132,commencement,address
132,pop,singer
132,price,hikes
132,breakfast,cereal
132,folk,singer
132,work,rules
132,product,information
132,reference,group
132,state,titles
132,crop,yields
132,college,freshmen
132,enrichment,program
132,station,wagons
132,defense,strategy
132,horse,farm
132,home,range
132,bank,robbers
132,song,lyrics
132,asthma,attack
132,state,schools
132,fighting,men
132,country,estate
132,gift,card
132,community,leader
132,lab,technician
132,news,events
132,asset,management
132,inspection,team
132,rearview,mirror
132,newspaper,accounts
132,household,incomes
132,hours,north
132,pizza,crust
132,ball,park
132,electronics,industry
132,fuel,use
132,material,conditions
132,quality,health
132,cocktail,reception
132,bench,press
131,delivery,truck
131,beginning,teacher
131,occupation,forces
131,world,countries
131,waste,products
131,palm,oil
131,pest,management
131,revenue,streams
131,census,figures
131,control,methods
131,reference,materials
131,tee,shot
131,cypress,trees
131,classroom,learning
131,action,plans
131,paranasal,sinuses
131,view,mirror
131,vegetable,oils
131,sports,columnist
131,ball,games
131,class,tax
131,space,suit
131,country,life
131,ski,season
131,development,plans
131,gold,chains
131,news,analyst
131,massage,therapy
131,chance,encounter
131,operations,officer
131,enforcement,official
131,office,park
131,paper,sack
131,search,warrants
131,kind,words
131,comedy,series
131,design,elements
131,can,opener
131,conference,championship
131,chili,sauce
131,pine,cones
131,air,attack
131,lightning,bolts
131,water,ice
131,championship,series
131,market,mechanisms
131,sweat,lodge
131,performance,indicators
131,knowledge,management
131,soil,scientist
131,application,form
131,police,custody
131,image,processing
131,war,veteran
131,horror,film
131,income,growth
131,party,loyalty
131,news,sources
131,curling,iron
131,muscle,tension
131,room,wall
131,inclusion,criteria
131,squad,cars
131,cost,effectiveness
131,lily,pads
131,news,reporter
131,sports,commentator
131,team,approach
131,glass,jars
131,processing,power
131,background,report
131,shuttle,service
131,lingua,franca
131,copper,wire
131,root,system
131,community,programs
131,halter,top
130,client,list
130,oxygen,levels
130,hand,recount
130,research,grants
130,winter,season
130,bargaining,position
130,family,matters
130,water,polo
130,street,protests
130,football,coaches
130,auto,workers
130,tract,infections
130,team,officials
130,reality,television
130,fan,mail
130,soil,samples
130,television,production
130,wind,direction
130,gum,disease
130,transfer,rates
130,family,reunification
130,engineering,degree
130,fall,day
130,snack,foods
130,semiconductor,industry
130,child,maltreatment
130,rights,workers
130,power,systems
130,college,system
130,travel,expenses
130,suspension,bridge
130,king,mackerel
130,correlation,matrix
130,hospital,patients
130,address,system
130,car,makers
130,emergency,food
130,garbage,truck
130,crop,production
130,desk,lamp
130,networking,sites
130,entertainment,company
130,wind,chimes
130,party,favors
130,operating,income
130,memory,problems
130,work,site
130,tail,feathers
130,state,attorneys
130,cigar,box
130,export,markets
130,communication,system
130,field,offices
130,race,issue
130,aspect,ratio
130,hospital,officials
130,control,procedures
130,surrogate,mother
130,class,families
130,body,hair
130,exponential,growth
130,g,fiber.
130,service,managers
130,science,policy
130,family,stories
130,back,story
130,minority,population
130,drug,courts
130,television,viewing
130,step,back
130,recreation,area
130,ad,revenue
130,wedding,gift
130,estate,developers
130,network,members
130,youth,center
129,bank,deposits
129,expense,ratio
129,emergency,workers
129,rocket,attacks
129,au,pair
129,carbon,footprint
129,years,probation
129,hay,fever
129,achievement,goals
129,love,triangle
129,bed,linens
129,flight,time
129,television,reporter
129,gold,jewelry
129,polymerase,chain
129,discourse,analysis
129,traffic,stop
129,oil,tankers
129,newspaper,story
129,mug,shots
129,job,site
129,flow,rates
129,questionnaire,items
129,water,park
129,telephone,book
129,wind,blows
129,combat,units
129,jungle,gym
129,drug,habit
129,welfare,policy
129,newspaper,reporters
129,probation,officers
129,love,scene
129,palette,knife
129,wall,clock
129,lab,work
129,childhood,friends
129,charity,care
129,telecommunications,companies
129,school,groups
129,surveillance,video
129,property,line
129,place,names
129,youth,movement
129,cause,celebre
129,bedroom,community
129,onion,rings
129,term,papers
129,teaspoon,lemon
129,house,calls
129,arts,teachers
129,exercise,physiology
129,dirt,path
129,liver,failure
129,clock,tower
129,library,media
129,nation,state
129,fire,hazard
129,flower,garden
129,motorcycle,accident
129,impeachment,inquiry
129,math,scores
129,bus,system
129,energy,intensity
129,target,line
129,sculpture,garden
129,tax,collectors
129,killer,whale
129,drug,smuggling
129,source,code
129,back,garden
129,clock,radio
129,infant,death
128,office,visits
128,defense,mechanism
128,business,person
128,terror,attack
128,research,staff
128,value,orientations
128,earth,science
128,cell,death
128,survey,responses
128,soil,water
128,course,material
128,care,worker
128,event,horizon
128,news,channels
128,trans,fat
128,establishment,clause
128,detention,facility
128,exchange,reserves
128,train,stations
128,standing,room
